attr_value,b_sage_cover,b_shrub_cover,b_forb_cover_arid,b_forb_cover_mesic,b_forb_rich_arid,b_forb_rich_mesic,s_forb_cover_arid,s_forb_cover_mesic,s_forb_cover_meadow,s_forb_rich_arid,s_forb_rich_mesic,s_grass_cover_arid,s_grass_cover_mesic,s_grass_cover_meadow,w_sage_height_big,w_sage_height_low,w_sage_cover_big,w_sage_cover_low,brotec_cover,s_dist_sage_altered,s_dist_sage_unaltered
522,,,,,,,,,,,,,,,,,,,,0.20008,1
523,,,,,,,,,,,,,,,,,,,,0.203413,1
524,,,,,,,,,,,,,,,,,,,,0.20008,1
525,,,,,,,,,,,,,,,,,,,,0.203413,1
526,,,,,,,,,,,,,,,,,,,,0.20008,1
527,,,,,,,,,,,,,,,,,,,,0.203413,1
528,,,,,,,,,,,,,,,,,,,,0.20008,1
529,,,,,,,,,,,,,,,,,,,,0.203413,1
530,,,,,,,,,,,,,,,,,,,,0.20008,1
531,,,,,,,,,,,,,,,,,,,,0.203413,1
532,,,,,,,,,,,,,,,,,,,,0.20008,1
533,,,,,,,,,,,,,,,,,,,,0.203413,1
534,,,,,,,,,,,,,,,,,,,,0.20008,1
535,,,,,,,,,,,,,,,,,,,,0.203413,1
536,,,,,,,,,,,,,,,,,,,,0.20008,1
537,,,,,,,,,,,,,,,,,,,,0.203413,1
538,,,,,,,,,,,,,,,,,,,,0.20008,1
539,,,,,,,,,,,,,,,,,,,,0.203413,1
540,,,,,,,,,,,,,,,,,,,,0.20008,1
541,,,,,,,,,,,,,,,,,,,,0.203413,1
542,,,,,,,,,,,,,,,,,,,,0.20008,1
543,,,,,,,,,,,,,,,,,,,,0.203413,1
544,,,,,,,,,,,,,,,,,,,,0.20008,1
545,,,,,,,,,,,,,,,,,,,,0.203413,1
546,,,,,,,,,,,,,,,,,,,,0.20008,1
547,,,,,,,,,,,,,,,,,,,,0.203413,1
548,,,,,,,,,,,,,,,,,,,,0.20008,1
549,,,,,,,,,,,,,,,,,,,,0.203413,1
550,,,,,,,,,,,,,,,,,,,,0.20008,1
551,,,,,,,,,,,,,,,,,,,,0.203413,1
552,,,,,,,,,,,,,,,,,,,,0.20008,1
553,,,,,,,,,,,,,,,,,,,,0.203413,1
554,,,,,,,,,,,,,,,,,,,,0.20008,1
555,,,,,,,,,,,,,,,,,,,,0.203413,1
556,,,,,,,,,,,,,,,,,,,,0.20008,1
557,,,,,,,,,,,,,,,,,,,,0.203413,1
558,,,,,,,,,,,,,,,,,,,,0.20008,1
559,,,,,,,,,,,,,,,,,,,,0.203413,1
560,,,,,,,,,,,,,,,,,,,,0.20008,1
561,,,,,,,,,,,,,,,,,,,,0.203413,1
562,,,,,,,,,,,,,,,,,,,,0.20008,1
563,,,,,,,,,,,,,,,,,,,,0.203413,1
564,,,,,,,,,,,,,,,,,,,,0.20008,1
565,,,,,,,,,,,,,,,,,,,,0.203413,1
566,,,,,,,,,,,,,,,,,,,,0.20008,1
567,,,,,,,,,,,,,,,,,,,,0.203413,1
568,,,,,,,,,,,,,,,,,,,,0.20008,1
569,,,,,,,,,,,,,,,,,,,,0.203413,1
570,,,,,,,,,,,,,,,,,,,,0.20008,1
571,,,,,,,,,,,,,,,,,,,,0.203413,1
572,,,,,,,,,,,,,,,,,,,,0.20008,1
573,,,,,,,,,,,,,,,,,,,,0.203413,1
574,,,,,,,,,,,,,,,,,,,,0.20008,1
575,,,,,,,,,,,,,,,,,,,,0.203413,1
576,,,,,,,,,,,,,,,,,,,,0.20008,1
577,,,,,,,,,,,,,,,,,,,,0.203413,1
578,,,,,,,,,,,,,,,,,,,,0.20008,1
579,,,,,,,,,,,,,,,,,,,,0.203413,1
580,,,,,,,,,,,,,,,,,,,,0.20008,1
581,,,,,,,,,,,,,,,,,,,,0.203413,1
582,,,,,,,,,,,,,,,,,,,,0.20008,1
583,,,,,,,,,,,,,,,,,,,,0.203413,1
584,,,,,,,,,,,,,,,,,,,,0.20008,1
585,,,,,,,,,,,,,,,,,,,,0.203413,1
586,,,,,,,,,,,,,,,,,,,,0.20008,1
587,,,,,,,,,,,,,,,,,,,,0.203413,1
588,,,,,,,,,,,,,,,,,,,,0.20008,1
589,,,,,,,,,,,,,,,,,,,,0.203413,1
590,,,,,,,,,,,,,,,,,,,,0.20008,1
591,,,,,,,,,,,,,,,,,,,,0.203413,1
592,,,,,,,,,,,,,,,,,,,,0.20008,1
593,,,,,,,,,,,,,,,,,,,,0.203413,1
594,,,,,,,,,,,,,,,,,,,,0.20008,1
595,,,,,,,,,,,,,,,,,,,,0.203413,1
596,,,,,,,,,,,,,,,,,,,,0.20008,1
597,,,,,,,,,,,,,,,,,,,,0.203413,1
598,,,,,,,,,,,,,,,,,,,,0.20008,1
599,,,,,,,,,,,,,,,,,,,,0.203413,1
600,,,,,,,,,,,,,,,,,,,,0.20008,1
601,,,,,,,,,,,,,,,,,,,,0.203413,1
602,,,,,,,,,,,,,,,,,,,,0.20008,1
603,,,,,,,,,,,,,,,,,,,,0.203413,1
604,,,,,,,,,,,,,,,,,,,,0.20008,1
605,,,,,,,,,,,,,,,,,,,,0.203413,1
606,,,,,,,,,,,,,,,,,,,,0.20008,1
607,,,,,,,,,,,,,,,,,,,,0.203413,1
608,,,,,,,,,,,,,,,,,,,,0.20008,1
609,,,,,,,,,,,,,,,,,,,,0.203413,1
610,,,,,,,,,,,,,,,,,,,,0.20008,1
611,,,,,,,,,,,,,,,,,,,,0.203413,1
612,,,,,,,,,,,,,,,,,,,,0.20008,1
613,,,,,,,,,,,,,,,,,,,,0.203413,1
614,,,,,,,,,,,,,,,,,,,,0.20008,1
615,,,,,,,,,,,,,,,,,,,,0.203413,1
616,,,,,,,,,,,,,,,,,,,,0.20008,1
617,,,,,,,,,,,,,,,,,,,,0.203413,1
618,,,,,,,,,,,,,,,,,,,,0.20008,1
619,,,,,,,,,,,,,,,,,,,,0.203413,1
620,,,,,,,,,,,,,,,,,,,,0.20008,1
621,,,,,,,,,,,,,,,,,,,,0.203413,1
622,,,,,,,,,,,,,,,,,,,,0.20008,1
623,,,,,,,,,,,,,,,,,,,,0.203413,1
624,,,,,,,,,,,,,,,,,,,,0.20008,1
625,,,,,,,,,,,,,,,,,,,,0.203413,1
626,,,,,,,,,,,,,,,,,,,,0.20008,1
627,,,,,,,,,,,,,,,,,,,,0.203413,1
628,,,,,,,,,,,,,,,,,,,,0.20008,1
629,,,,,,,,,,,,,,,,,,,,0.203413,1
630,,,,,,,,,,,,,,,,,,,,0.20008,1
631,,,,,,,,,,,,,,,,,,,,0.203413,1
632,,,,,,,,,,,,,,,,,,,,0.20008,1
633,,,,,,,,,,,,,,,,,,,,0.203413,1
634,,,,,,,,,,,,,,,,,,,,0.20008,1
635,,,,,,,,,,,,,,,,,,,,0.203413,1
636,,,,,,,,,,,,,,,,,,,,0.20008,1
637,,,,,,,,,,,,,,,,,,,,0.203413,1
638,,,,,,,,,,,,,,,,,,,,0.20008,1
639,,,,,,,,,,,,,,,,,,,,0.203413,1
640,,,,,,,,,,,,,,,,,,,,0.20008,1
641,,,,,,,,,,,,,,,,,,,,0.203413,1
642,,,,,,,,,,,,,,,,,,,,0.20008,1
643,,,,,,,,,,,,,,,,,,,,0.203413,1
644,,,,,,,,,,,,,,,,,,,,0.20008,1
645,,,,,,,,,,,,,,,,,,,,0.203413,1
646,,,,,,,,,,,,,,,,,,,,0.20008,1
647,,,,,,,,,,,,,,,,,,,,0.203413,1
648,,,,,,,,,,,,,,,,,,,,0.20008,1
649,,,,,,,,,,,,,,,,,,,,0.203413,1
650,,,,,,,,,,,,,,,,,,,,0.20008,1
651,,,,,,,,,,,,,,,,,,,,0.203413,1
652,,,,,,,,,,,,,,,,,,,,0.20008,1
653,,,,,,,,,,,,,,,,,,,,0.203413,1
654,,,,,,,,,,,,,,,,,,,,0.20008,1
655,,,,,,,,,,,,,,,,,,,,0.203413,1
656,,,,,,,,,,,,,,,,,,,,0.20008,1
657,,,,,,,,,,,,,,,,,,,,0.203413,1
658,,,,,,,,,,,,,,,,,,,,0.20008,1
659,,,,,,,,,,,,,,,,,,,,0.203413,1
660,,,,,,,,,,,,,,,,,,,,0.20008,1
661,,,,,,,,,,,,,,,,,,,,0.203413,1
662,,,,,,,,,,,,,,,,,,,,0.20008,1
663,,,,,,,,,,,,,,,,,,,,0.203413,1
664,,,,,,,,,,,,,,,,,,,,0.20008,1
665,,,,,,,,,,,,,,,,,,,,0.203413,1
666,,,,,,,,,,,,,,,,,,,,0.20008,1
667,,,,,,,,,,,,,,,,,,,,0.203413,1
668,,,,,,,,,,,,,,,,,,,,0.20008,1
669,,,,,,,,,,,,,,,,,,,,0.203413,1
670,,,,,,,,,,,,,,,,,,,,0.20008,1
671,,,,,,,,,,,,,,,,,,,,0.203413,1
672,,,,,,,,,,,,,,,,,,,,0.20008,1
673,,,,,,,,,,,,,,,,,,,,0.203413,1
674,,,,,,,,,,,,,,,,,,,,0.20008,1
675,,,,,,,,,,,,,,,,,,,,0.203413,1
676,,,,,,,,,,,,,,,,,,,,0.20008,1
677,,,,,,,,,,,,,,,,,,,,0.203413,1
678,,,,,,,,,,,,,,,,,,,,0.20008,1
679,,,,,,,,,,,,,,,,,,,,0.203413,1
680,,,,,,,,,,,,,,,,,,,,0.20008,1
681,,,,,,,,,,,,,,,,,,,,0.203413,1
682,,,,,,,,,,,,,,,,,,,,0.20008,1
683,,,,,,,,,,,,,,,,,,,,0.203413,1
684,,,,,,,,,,,,,,,,,,,,0.20008,1
685,,,,,,,,,,,,,,,,,,,,0.203413,1
686,,,,,,,,,,,,,,,,,,,,0.20008,1
687,,,,,,,,,,,,,,,,,,,,0.203413,1
688,,,,,,,,,,,,,,,,,,,,0.20008,1
689,,,,,,,,,,,,,,,,,,,,0.203413,1
690,,,,,,,,,,,,,,,,,,,,0.20008,1
691,,,,,,,,,,,,,,,,,,,,0.203413,1
692,,,,,,,,,,,,,,,,,,,,0.20008,1
693,,,,,,,,,,,,,,,,,,,,0.203413,1
694,,,,,,,,,,,,,,,,,,,,0.20008,1
695,,,,,,,,,,,,,,,,,,,,0.203413,1
696,,,,,,,,,,,,,,,,,,,,0.20008,1
697,,,,,,,,,,,,,,,,,,,,0.203413,1
698,,,,,,,,,,,,,,,,,,,,0.20008,1
699,,,,,,,,,,,,,,,,,,,,0.203413,1
700,,,,,,,,,,,,,,,,,,,,0.20008,1
701,,,,,,,,,,,,,,,,,,,,0.203413,1
702,,,,,,,,,,,,,,,,,,,,0.20008,1
703,,,,,,,,,,,,,,,,,,,,0.203413,1
704,,,,,,,,,,,,,,,,,,,,0.20008,1
705,,,,,,,,,,,,,,,,,,,,0.203413,1
706,,,,,,,,,,,,,,,,,,,,0.20008,1
707,,,,,,,,,,,,,,,,,,,,0.203413,1
708,,,,,,,,,,,,,,,,,,,,0.20008,1
709,,,,,,,,,,,,,,,,,,,,0.203413,1
710,,,,,,,,,,,,,,,,,,,,0.20008,1
711,,,,,,,,,,,,,,,,,,,,0.203413,1
712,,,,,,,,,,,,,,,,,,,,0.20008,1
713,,,,,,,,,,,,,,,,,,,,0.203413,1
714,,,,,,,,,,,,,,,,,,,,0.20008,1
715,,,,,,,,,,,,,,,,,,,,0.203413,1
716,,,,,,,,,,,,,,,,,,,,0.20008,1
717,,,,,,,,,,,,,,,,,,,,0.203413,1
718,,,,,,,,,,,,,,,,,,,,0.20008,1
719,,,,,,,,,,,,,,,,,,,,0.203413,1
720,,,,,,,,,,,,,,,,,,,,0.20008,1
721,,,,,,,,,,,,,,,,,,,,0.203413,1
722,,,,,,,,,,,,,,,,,,,,0.20008,1
723,,,,,,,,,,,,,,,,,,,,0.203413,1
724,,,,,,,,,,,,,,,,,,,,0.20008,1
725,,,,,,,,,,,,,,,,,,,,0.203413,1
726,,,,,,,,,,,,,,,,,,,,0.20008,1
727,,,,,,,,,,,,,,,,,,,,0.203413,1
728,,,,,,,,,,,,,,,,,,,,0.20008,1
729,,,,,,,,,,,,,,,,,,,,0.203413,1
730,,,,,,,,,,,,,,,,,,,,0.20008,1
731,,,,,,,,,,,,,,,,,,,,0.203413,1
732,,,,,,,,,,,,,,,,,,,,0.20008,1
733,,,,,,,,,,,,,,,,,,,,0.203413,1
734,,,,,,,,,,,,,,,,,,,,0.20008,1
735,,,,,,,,,,,,,,,,,,,,0.203413,1
736,,,,,,,,,,,,,,,,,,,,0.20008,1
737,,,,,,,,,,,,,,,,,,,,0.203413,1
738,,,,,,,,,,,,,,,,,,,,0.20008,1
739,,,,,,,,,,,,,,,,,,,,0.203413,1
740,,,,,,,,,,,,,,,,,,,,0.20008,1
741,,,,,,,,,,,,,,,,,,,,0.203413,1
742,,,,,,,,,,,,,,,,,,,,0.20008,1
743,,,,,,,,,,,,,,,,,,,,0.203413,1
744,,,,,,,,,,,,,,,,,,,,0.20008,1
745,,,,,,,,,,,,,,,,,,,,0.203413,1
746,,,,,,,,,,,,,,,,,,,,0.20008,1
747,,,,,,,,,,,,,,,,,,,,0.203413,1
748,,,,,,,,,,,,,,,,,,,,0.20008,1
749,,,,,,,,,,,,,,,,,,,,0.203413,1
750,,,,,,,,,,,,,,,,,,,,0.20008,1
751,,,,,,,,,,,,,,,,,,,,0.203413,1
752,,,,,,,,,,,,,,,,,,,,0.20008,1
753,,,,,,,,,,,,,,,,,,,,0.203413,1
754,,,,,,,,,,,,,,,,,,,,0.20008,1
755,,,,,,,,,,,,,,,,,,,,0.203413,1
756,,,,,,,,,,,,,,,,,,,,0.20008,1
757,,,,,,,,,,,,,,,,,,,,0.203413,1
758,,,,,,,,,,,,,,,,,,,,0.20008,1
759,,,,,,,,,,,,,,,,,,,,0.203413,1
760,,,,,,,,,,,,,,,,,,,,0.20008,1
761,,,,,,,,,,,,,,,,,,,,0.203413,1
762,,,,,,,,,,,,,,,,,,,,0.20008,1
763,,,,,,,,,,,,,,,,,,,,0.203413,1
764,,,,,,,,,,,,,,,,,,,,0.20008,1
765,,,,,,,,,,,,,,,,,,,,0.203413,1
766,,,,,,,,,,,,,,,,,,,,0.20008,1
767,,,,,,,,,,,,,,,,,,,,0.203413,1
768,,,,,,,,,,,,,,,,,,,,0.20008,1
769,,,,,,,,,,,,,,,,,,,,0.203413,1
770,,,,,,,,,,,,,,,,,,,,0.20008,1
771,,,,,,,,,,,,,,,,,,,,0.203413,1
772,,,,,,,,,,,,,,,,,,,,0.20008,1
773,,,,,,,,,,,,,,,,,,,,0.203413,1
774,,,,,,,,,,,,,,,,,,,,0.20008,1
775,,,,,,,,,,,,,,,,,,,,0.203413,1
776,,,,,,,,,,,,,,,,,,,,0.20008,1
777,,,,,,,,,,,,,,,,,,,,0.203413,1
778,,,,,,,,,,,,,,,,,,,,0.20008,1
779,,,,,,,,,,,,,,,,,,,,0.203413,1
780,,,,,,,,,,,,,,,,,,,,0.20008,1
781,,,,,,,,,,,,,,,,,,,,0.203413,1
782,,,,,,,,,,,,,,,,,,,,0.20008,1
783,,,,,,,,,,,,,,,,,,,,0.203413,1
784,,,,,,,,,,,,,,,,,,,,0.20008,1
785,,,,,,,,,,,,,,,,,,,,0.203413,1
786,,,,,,,,,,,,,,,,,,,,0.20008,1
787,,,,,,,,,,,,,,,,,,,,0.203413,1
788,,,,,,,,,,,,,,,,,,,,0.20008,1
789,,,,,,,,,,,,,,,,,,,,0.203413,1
790,,,,,,,,,,,,,,,,,,,,0.20008,1
791,,,,,,,,,,,,,,,,,,,,0.203413,1
792,,,,,,,,,,,,,,,,,,,,0.20008,1
793,,,,,,,,,,,,,,,,,,,,0.203413,1
794,,,,,,,,,,,,,,,,,,,,0.20008,1
795,,,,,,,,,,,,,,,,,,,,0.203413,1
796,,,,,,,,,,,,,,,,,,,,0.20008,1
797,,,,,,,,,,,,,,,,,,,,0.203413,1
798,,,,,,,,,,,,,,,,,,,,0.20008,1
799,,,,,,,,,,,,,,,,,,,,0.203413,1
800,,,,,,,,,,,,,,,,,,,,0.20008,1
